date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:25:37	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-65fbb9bf-4396dade450eb49c;gz%22	https://dumbase.site/robots.txt		(from )
02:25:38	122748/122748	---MCZ	200	added ('OK')	text/html	etag:%2254-1718004099;gz%22	https://dumbase.site/	/Users/oneilbenjamin/websites/dumb/index-2.html	(from )
02:25:40	5842/5842	---MC-	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2019:25:39%20GMT	https://gmpg.org/xfn/11	/Users/oneilbenjamin/websites/dumb/xfn/11.html	(from https://dumbase.site/)
02:25:40	43139/43139	---M-Z	200	added ('OK')	text/css	etag:%22a883-6663f161-b2fe0a05b78b2d9c;gz%22	https://dumbase.site/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.7.0	/Users/oneilbenjamin/websites/dumb/wp-content/themes/astra/assets/css/minified/main.min1849.css	(from https://dumbase.site/)
02:25:41	3381/3381	---MCZ	200	added ('OK')	application/rss+xml	etag:%227528de24cfaf9e8880c86f7318968332%22	https://dumbase.site/?feed=rss2	/Users/oneilbenjamin/websites/dumb/indexd784.html	(from https://dumbase.site/)
02:25:42	75854/75854	---M-Z	200	added ('OK')	text/css	etag:%221284e-6663f253-b47e85d544ea1250;gz%22	https://dumbase.site/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.35	/Users/oneilbenjamin/websites/dumb/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend8ee6.css	(from https://dumbase.site/)
02:25:42	776/776	---M-Z	200	added ('OK')	text/css	etag:%22308-6663f253-eb7ab148742d8757;gz%22	https://dumbase.site/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.35	/Users/oneilbenjamin/websites/dumb/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor8ee6.css	(from https://dumbase.site/)
02:25:43	3489/3489	---M-Z	200	added ('OK')	application/rss+xml	etag:%227528de24cfaf9e8880c86f7318968332%22	https://dumbase.site/?feed=comments-rss2	/Users/oneilbenjamin/websites/dumb/indexa6da.html	(from https://dumbase.site/)
02:25:43	118945/118945	---M-Z	200	added ('OK')	text/css	etag:%221d0a1-6663f18f-a6dcb2eb3290ca00;gz%22	https://dumbase.site/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.21.8	/Users/oneilbenjamin/websites/dumb/wp-content/plugins/elementor/assets/css/frontend-lite.min3cad.css	(from https://dumbase.site/)
02:25:44	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6663f18f-84ae76801e907b67;gz%22	https://dumbase.site/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/Users/oneilbenjamin/websites/dumb/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://dumbase.site/)
02:25:45	1168/1168	---M-Z	200	added ('OK')	text/css	etag:%22490-6663fa12-f0a33c9db8774f71;gz%22	https://dumbase.site/wp-content/uploads/elementor/css/post-8.css?ver=1717828114	/Users/oneilbenjamin/websites/dumb/wp-content/uploads/elementor/css/post-89a40.css	(from https://dumbase.site/)
02:25:46	11052/11052	---M-Z	200	added ('OK')	text/css	etag:%222b2c-6663fa0f-4ce8f4bb76ade8aa;gz%22	https://dumbase.site/wp-content/plugins/pro-elements/assets/css/frontend-lite.min.css?ver=3.21.3	/Users/oneilbenjamin/websites/dumb/wp-content/plugins/pro-elements/assets/css/frontend-lite.min11d9.css	(from https://dumbase.site/)
